season,weather,temp,humidity,windspeed,count
1,3,45.284,55,11.0014,1
1,2,43.808,74,11.0014,5
1,2,43.808,74,11.0014,2
1,2,43.808,74,7.0015,9
1,3,43.808,93,7.0015,15
1,3,43.808,93,7.0015,20
1,2,45.284,80,11.0014,61
1,2,46.76,69,26.0027,62
1,2,46.76,59,23.9994,98
1,1,46.76,44,22.0028,102
1,1,46.76,32,32.9975,95
1,1,46.76,32,30.0026,74
1,1,45.284,29,30.0026,76
1,1,43.808,37,36.9974,69
1,1,42.332,39,19.9995,55
1,1,42.332,36,16.9979,30
1,1,40.856,36,16.9979,28
1,1,40.856,39,23.9994,37
1,1,40.856,36,26.0027,34
1,1,39.38,39,30.0026,22
1,1,39.38,42,26.0027,25
1,1,39.38,42,31.0009,12
1,1,39.38,46,31.0009,11
1,1,39.38,46,27.9993,4
1,1,37.904,53,12.998,1
1,1,37.904,53,12.998,1
1,1,39.38,49,19.0012,1
1,1,37.904,53,12.998,6
1,1,39.38,49,19.0012,10
1,1,40.856,46,35.0008,19
1,1,42.332,43,26.0027,49
1,1,43.808,40,35.0008,49
1,1,45.284,37,30.0026,83
1,1,46.76,34,30.0026,75
1,1,48.236,32,31.0009,72
1,1,48.236,35,23.9994,82
1,1,46.76,34,30.0026,92
1,1,45.284,37,26.0027,62
1,1,43.808,40,22.0028,48
1,1,43.808,43,22.0028,41
1,1,42.332,46,16.9979,38
1,1,42.332,46,27.9993,20
1,1,42.332,46,19.9995,15
1,1,40.856,50,12.998,6
1,1,40.856,50,19.0012,5
1,1,40.856,50,19.0012,1
1,1,40.856,50,15.0013,3
1,1,40.856,50,15.0013,1
1,1,39.38,54,8.9981,3
1,1,39.38,54,16.9979,3
1,1,40.856,50,19.0012,31
1,1,40.856,50,15.0013,77
1,2,40.856,50,19.0012,188
1,2,42.332,50,16.9979,94
1,2,42.332,50,19.9995,31
1,2,43.808,47,19.0012,30
1,2,46.76,40,19.0012,52
1,2,46.76,40,19.0012,54
1,2,46.76,40,15.0013,47
1,2,46.76,40,15.0013,45
1,1,46.76,40,8.9981,74
1,1,46.76,40,7.0015,178
1,1,46.76,40,15.0013,155
1,1,43.808,47,11.0014,95
1,1,43.808,50,11.0014,74
1,1,42.332,59,12.998,38
1,1,42.332,59,11.0014,24
1,1,42.332,59,11.0014,18
1,1,42.332,59,7.0015,12
1,1,42.332,59,11.0014,3
1,2,43.808,55,12.998,3
1,2,43.808,55,8.9981,6
1,2,43.808,55,8.9981,27
1,2,43.808,55,0,99
1,2,45.284,51,6.0032,217
1,2,45.284,51,11.0014,130
1,2,46.76,51,11.0014,54
1,2,46.76,47,8.9981,35
1,2,46.76,51,7.0015,57
1,2,46.76,59,6.0032,52
1,2,46.76,59,6.0032,63
1,2,43.808,80,6.0032,47
1,2,43.808,86,15.0013,76
1,2,43.808,86,15.0013,136
1,3,43.808,93,7.0015,95
1,3,43.808,93,0,51
1,3,43.808,93,12.998,32
1,3,43.808,86,6.0032,20
1,3,43.808,93,7.0015,29
1,3,43.808,93,6.0032,19
1,2,43.808,86,6.0032,7
1,2,43.808,86,7.0015,6
1,1,42.332,86,8.9981,1
1,1,42.332,86,11.0014,5
1,1,40.856,93,8.9981,16
1,1,42.332,69,8.9981,54
1,1,43.808,59,11.0014,128
1,1,43.808,59,22.0028,81
1,1,45.284,55,15.0013,39
1,1,46.76,51,26.0027,35
1,1,46.76,47,39.0007,55
1,1,48.236,44,23.9994,49
1,1,46.76,47,22.0028,44
1,1,46.76,47,27.9993,49
1,1,48.236,44,22.0028,68
1,1,46.76,47,23.9994,139
1,1,46.76,47,35.0008,137
1,1,45.284,47,27.9993,83
1,1,43.808,50,22.0028,56
1,1,43.808,55,22.0028,57
1,1,43.808,55,30.0026,33
1,1,42.332,59,27.9993,20
1,1,42.332,59,19.0012,7
1,1,42.332,50,19.0012,2
1,1,42.332,50,23.9994,2
1,1,42.332,50,22.0028,3
1,1,42.332,50,16.9979,4
1,1,42.332,50,19.9995,3
1,1,40.856,54,8.9981,28
1,1,40.856,54,8.9981,72
1,1,42.332,50,12.998,202
1,1,42.332,50,22.0028,139
1,2,43.808,50,23.9994,38
1,2,46.76,44,30.0026,37
1,1,46.76,44,27.9993,52
1,1,48.236,41,30.0026,83
1,1,48.236,41,26.0027,42
1,1,49.712,38,19.9995,60
1,1,49.712,38,23.9994,78
1,1,46.76,40,19.0012,162
1,1,46.76,40,22.0028,144
1,1,43.808,47,16.9979,99
1,1,43.808,47,15.0013,64
1,1,42.332,46,19.9995,40
1,1,42.332,46,22.0028,30
1,1,40.856,50,12.998,15
1,1,40.856,50,12.998,14
1,1,39.38,54,11.0014,5
1,1,39.38,54,8.9981,1
1,1,39.38,54,7.0015,1
1,1,39.38,54,6.0032,8
1,1,39.38,54,0,17
1,1,39.38,74,11.0014,70
1,1,40.856,68,0,158
1,1,42.332,69,8.9981,117
1,1,45.284,55,12.998,44
1,1,45.284,51,19.0012,53
1,1,46.76,44,16.9979,61
1,1,48.236,37,26.0027,77
1,1,48.236,41,19.0012,64
1,1,49.712,38,11.0014,68
1,1,48.236,41,7.0015,90
1,1,48.236,41,11.0014,159
1,1,46.76,47,0,139
1,1,43.808,59,6.0032,92
1,1,45.284,59,0,68
1,1,43.808,69,0,52
1,2,43.808,69,0,36
1,2,45.284,55,0,27
1,1,45.284,55,0,28
1,2,43.808,59,6.0032,20
1,2,43.808,59,6.0032,12
1,2,43.808,59,0,8
1,2,43.808,59,0,5
1,1,43.808,59,0,1
1,1,42.332,63,7.0015,3
1,1,42.332,63,0,10
1,1,42.332,63,8.9981,23
1,1,43.808,64,8.9981,33
1,1,45.284,59,11.0014,59
1,1,46.76,55,15.0013,72
1,1,49.712,48,15.0013,89
1,1,52.664,38,19.9995,101
1,1,54.14,39,19.0012,118
1,2,55.616,36,12.998,129
1,2,57.092,34,12.998,128
1,2,55.616,36,19.0012,83
1,2,54.14,45,16.9979,84
1,2,55.616,39,16.9979,74
1,2,55.616,39,16.9979,41
1,2,55.616,39,15.0013,57
1,2,54.14,42,7.0015,26
1,1,54.14,45,19.0012,44
1,1,51.188,56,0,39
1,1,51.188,56,8.9981,23
1,1,51.188,56,6.0032,16
1,1,48.236,69,0,15
1,1,51.188,56,11.0014,1
1,2,51.188,56,11.0014,2
1,2,51.188,56,11.0014,1
1,2,49.712,56,19.9995,3
1,1,48.236,55,19.0012,18
1,1,48.236,51,16.9979,32
1,1,48.236,51,19.0012,79
1,1,49.712,44,16.9979,93
1,1,49.712,41,19.0012,104
1,1,51.188,35,19.9995,118
1,1,52.664,36,16.9979,91
1,1,51.188,38,16.9979,113
1,1,49.712,38,15.0013,99
1,1,48.236,37,16.9979,105
1,1,46.76,40,11.0014,67
1,1,45.284,47,8.9981,61
1,1,45.284,47,11.0014,57
1,1,45.284,51,11.0014,28
1,2,46.76,49,8.9981,21
1,2,46.76,40,7.0015,18
1,2,46.76,47,15.0013,17
1,2,46.76,44,12.998,16
1,2,45.284,43,16.9979,8
1,2,45.284,43,12.998,2
1,2,45.284,43,8.9981,3
1,2,45.284,43,11.0014,1
1,2,45.284,43,12.998,5
1,2,43.808,50,8.9981,13
1,2,43.808,47,15.0013,33
1,2,43.808,47,15.0013,47
1,2,43.808,50,16.9979,57
1,2,43.808,55,12.998,64
1,2,45.284,47,8.9981,80
1,2,45.284,47,8.9981,93
1,2,45.284,43,7.0015,86
1,2,46.76,47,11.0014,93
1,2,46.76,47,11.0014,82
1,1,46.76,51,12.998,71
1,2,45.284,55,16.9979,92
1,3,45.284,59,12.998,60
1,3,43.808,80,12.998,33
1,3,43.808,80,12.998,27
1,3,42.332,93,16.9979,13
1,3,43.808,86,19.0012,4
1,2,46.76,86,22.0028,3
1,2,46.76,86,15.0013,22
1,2,48.236,80,11.0014,28
1,2,48.236,87,11.0014,35
1,2,48.236,87,12.998,61
1,2,48.236,82,12.998,125
1,2,48.236,80,11.0014,133
1,2,48.236,80,8.9981,99
1,2,48.236,87,0,83
1,2,48.236,93,7.0015,41
1,2,48.236,93,6.0032,33
1,2,48.236,93,0,20
1,2,48.236,93,0,3
1,3,48.236,93,8.9981,7
1,3,48.236,93,8.9981,3
1,3,48.236,93,8.9981,2
1,2,48.236,93,6.0032,7
1,2,48.236,93,6.0032,32
1,2,49.712,92,7.0015,90
1,2,49.712,93,7.0015,197
1,2,49.712,93,7.0015,109
1,2,51.188,93,8.9981,47
1,2,52.664,87,6.0032,52
1,2,54.14,81,6.0032,70
1,1,61.52,62,19.0012,78
1,1,61.52,58,16.9979,75
1,1,61.52,54,19.0012,82
1,1,60.044,58,26.0027,104
1,1,58.568,57,22.0028,197
1,1,57.092,61,19.0012,161
1,1,55.616,57,27.9993,112
1,1,55.616,49,19.9995,76
1,1,55.616,49,27.9993,59
1,1,54.14,52,11.0014,59
1,1,54.14,52,31.0009,28
1,2,43.808,64,7.0015,8
1,2,43.808,69,7.0015,3
1,2,43.808,69,0,2
1,2,43.808,69,0,2
1,3,42.332,93,0,3
1,3,42.332,93,0,22
1,3,43.808,93,0,52
1,3,43.808,93,0,135
1,2,43.808,93,0,116
1,2,43.808,93,0,47
1,2,45.284,86,0,51
1,2,46.76,86,0,55
1,2,46.76,86,0,52
1,2,48.236,80,6.0032,54
1,2,49.712,75,0,52
1,2,49.712,75,8.9981,64
1,2,49.712,75,0,176
1,2,49.712,81,7.0015,168
1,2,49.712,81,8.9981,108
1,2,48.236,87,8.9981,74
1,2,48.236,87,8.9981,64
1,2,48.236,87,6.0032,36
1,3,46.76,93,12.998,16
1,3,48.236,93,7.0015,2
1,3,48.236,93,12.998,3
1,3,48.236,93,8.9981,4
1,3,48.236,93,8.9981,1
1,3,48.236,93,19.0012,1
1,3,48.236,93,7.0015,3
1,3,48.236,93,7.0015,18
1,3,48.236,93,15.0013,49
1,3,48.236,93,15.0013,155
1,2,49.712,93,6.0032,123
1,2,48.236,100,0,61
1,2,49.712,93,12.998,52
1,2,49.712,93,15.0013,64
1,1,57.092,93,11.0014,75
1,1,60.044,82,26.0027,63
1,1,60.044,76,22.0028,76
1,1,58.568,71,19.9995,103
1,1,58.568,53,35.0008,190
1,1,57.092,42,36.9974,182
1,1,52.664,45,32.9975,91
1,1,49.712,48,36.9974,75
1,1,48.236,47,22.0028,63
1,1,48.236,44,16.9979,40
1,1,46.76,44,30.0026,32
1,1,46.76,40,30.0026,12
1,1,46.76,44,35.0008,5
1,1,45.284,43,16.9979,2
1,1,45.284,43,16.9979,1
1,1,43.808,50,19.9995,2
1,1,43.808,43,23.9994,39
1,1,42.332,50,22.0028,87
1,1,42.332,50,23.9994,188
1,1,43.808,47,19.9995,133
1,1,45.284,43,22.0028,52
1,1,45.284,43,30.0026,64
1,1,46.76,40,23.9994,69
1,1,46.76,40,27.9993,51
1,1,48.236,37,26.0027,47
1,1,48.236,37,22.0028,60
1,1,48.236,37,16.9979,78
1,1,46.76,40,12.998,175
1,1,46.76,40,11.0014,147
1,1,46.76,40,0,96
1,1,46.76,47,6.0032,109
1,1,45.284,55,7.0015,54
1,1,45.284,51,6.0032,41
1,1,46.76,47,7.0015,38
1,2,46.76,44,0,13
1,2,43.808,59,0,7
1,2,42.332,63,7.0015,1
1,2,42.332,63,7.0015,1
1,2,42.332,63,8.9981,7
1,2,43.808,55,0,28
1,1,42.332,59,0,87
1,1,42.332,74,8.9981,220
1,2,43.808,80,8.9981,127
1,2,46.76,51,8.9981,51
1,1,48.236,51,11.0014,64
1,2,49.712,48,11.0014,86
1,2,51.188,50,15.0013,82
1,2,52.664,45,11.0014,91
1,2,52.664,48,16.9979,90
1,2,54.14,42,15.0013,99
1,2,51.188,56,8.9981,205
1,2,49.712,60,7.0015,155
1,2,49.712,65,8.9981,103
1,2,49.712,65,11.0014,71
1,2,49.712,70,11.0014,43
1,2,49.712,65,11.0014,46
1,2,49.712,70,8.9981,31
1,2,49.712,70,11.0014,39
1,2,49.712,65,11.0014,18
1,2,49.712,75,11.0014,17
1,2,49.712,75,11.0014,11
1,3,48.236,93,8.9981,8
1,3,46.76,100,6.0032,9
1,3,46.76,100,0,4
1,3,48.236,93,6.0032,4
1,3,46.76,100,6.0032,10
1,3,46.76,100,6.0032,20
1,3,46.76,100,8.9981,34
1,3,48.236,100,8.9981,47
1,3,48.236,100,11.0014,52
1,3,48.236,100,11.0014,72
1,3,48.236,100,0,55
1,3,48.236,100,0,60
1,3,48.236,100,8.9981,71
1,2,49.712,100,19.0012,78
1,2,52.664,93,30.0026,83
1,2,52.664,93,30.0026,84
1,1,54.14,87,16.9979,69
1,1,51.188,100,12.998,56
1,1,51.188,93,8.9981,45
1,1,51.188,93,15.0013,59
1,1,51.188,70,12.998,39
1,1,51.188,65,27.9993,44
1,1,51.188,60,22.0028,20
1,1,51.188,60,6.0032,13
1,1,51.188,60,23.9994,2
1,1,51.188,60,15.0013,1
1,1,51.188,60,15.0013,1
1,1,49.712,65,11.0014,8
1,1,49.712,65,7.0015,23
1,1,52.664,56,7.0015,45
1,1,54.14,52,16.9979,89
1,1,55.616,49,16.9979,117
1,1,57.092,46,0,174
1,1,57.092,46,0,182
1,1,57.092,46,6.0032,161
1,1,57.092,46,6.0032,182
1,1,57.092,49,7.0015,157
1,1,57.092,46,0,121
1,1,54.14,56,11.0014,78
1,1,52.664,61,8.9981,21
1,1,52.664,61,7.0015,26
1,1,51.188,60,0,27
1,1,51.188,60,0,62
1,1,49.712,65,0,30
1,1,49.712,65,0,15
1,1,48.236,75,0,5
1,1,46.76,80,0,3
1,1,46.76,86,0,1
1,1,46.76,86,0,2
1,1,46.76,86,0,10
1,1,45.284,93,0,30
1,1,45.284,86,0,95
1,2,43.808,100,0,230
1,1,48.236,80,0,118
1,1,49.712,75,7.0015,55
1,1,54.14,65,6.0032,47
1,2,55.616,62,0,66
1,2,58.568,57,6.0032,64
1,2,58.568,57,6.0032,60
1,2,60.044,54,6.0032,50
1,2,58.568,57,8.9981,114
1,2,55.616,70,11.0014,216
1,2,57.092,66,8.9981,175
1,2,55.616,70,0,128
1,2,55.616,70,7.0015,88
1,1,55.616,70,0,78
1,1,52.664,81,6.0032,37
1,2,54.14,81,0,25
1,2,52.664,87,0,10
1,2,52.664,87,0,4
1,2,51.188,93,7.0015,2
1,3,52.664,93,11.0014,1
1,1,51.188,93,11.0014,3
1,1,51.188,81,22.0028,2
1,1,51.188,70,22.0028,39
1,1,49.712,65,27.9993,100
1,1,49.712,56,32.9975,243
1,1,49.712,52,32.9975,135
1,1,48.236,47,36.9974,48
1,1,48.236,47,31.0009,50
1,1,49.712,38,32.9975,65
1,2,49.712,32,30.0026,50
1,1,48.236,37,27.9993,64
1,1,48.236,35,26.0027,51
1,1,48.236,35,35.0008,83
1,1,48.236,32,39.0007,176
1,1,46.76,32,26.0027,152
1,1,43.808,40,31.0009,101
1,1,43.808,40,22.0028,56
1,1,42.332,33,31.0009,54
1,1,40.856,33,23.9994,29
1,1,40.856,33,22.0028,12
1,1,39.38,36,23.9994,17
1,1,39.38,36,15.0013,7
1,1,37.904,38,19.0012,3
1,1,36.428,45,8.9981,2
1,1,36.428,45,7.0015,7
1,1,36.428,45,0,43
1,1,36.428,49,7.0015,99
1,1,39.38,42,0,199
1,1,40.856,39,11.0014,123
1,1,42.332,36,0,59
1,2,42.332,43,11.0014,41
1,2,45.284,40,15.0013,61
1,1,45.284,40,16.9979,69
1,1,46.76,34,19.9995,58
1,2,46.76,34,19.0012,64
1,2,46.76,37,16.9979,79
1,2,46.76,34,16.9979,166
1,2,45.284,47,19.9995,170
1,3,42.332,86,16.9979,88
1,3,42.332,86,11.0014,84
1,2,42.332,86,11.0014,83
1,3,43.808,80,11.0014,46
1,3,43.808,80,12.998,37
1,3,42.332,86,12.998,16
1,3,42.332,80,8.9981,7
1,3,42.332,80,8.9981,3
1,2,42.332,59,15.0013,1
1,2,40.856,50,15.0013,6
1,2,40.856,54,19.0012,26
1,1,39.38,50,27.9993,99
1,1,39.38,49,22.0028,178
1,1,40.856,42,23.9994,122
1,1,40.856,42,19.9995,35
1,1,42.332,39,23.9994,45
1,1,43.808,34,26.0027,69
1,1,45.284,29,19.9995,62
1,1,46.76,27,19.0012,48
1,1,46.76,25,16.9979,50
1,1,46.76,27,19.9995,80
1,1,45.284,26,12.998,165
1,1,43.808,28,8.9981,160
1,1,42.332,28,7.0015,112
1,1,42.332,31,6.0032,97
1,1,42.332,39,0,72
1,1,40.856,39,0,51
1,1,40.856,42,7.0015,34
1,1,39.38,49,7.0015,14
1,1,39.38,54,6.0032,7
1,1,39.38,54,6.0032,3
1,1,37.904,63,6.0032,4
1,1,39.38,68,0,24
1,1,37.904,73,0,74
1,1,39.38,74,11.0014,216
1,1,40.856,74,15.0013,140
1,1,42.332,69,12.998,44
1,1,48.236,47,8.9981,64
1,1,48.236,47,8.9981,71
1,1,49.712,35,12.998,110
1,1,54.14,26,16.9979,84
1,1,55.616,21,11.0014,74
1,1,54.14,28,12.998,125
1,1,54.14,24,0,211
1,1,52.664,28,0,174
1,1,51.188,33,0,101
1,1,48.236,55,8.9981,63
1,1,46.76,59,8.9981,47
1,1,46.76,64,6.0032,43
1,1,45.284,69,0,53
1,1,43.808,69,6.0032,30
1,1,42.332,86,0,24
1,1,42.332,80,0,15
1,1,40.856,80,0,10
1,1,40.856,74,6.0032,4
1,1,40.856,74,6.0032,1
1,1,40.856,93,12.998,2
1,1,40.856,80,7.0015,11
1,1,42.332,86,8.9981,30
1,1,43.808,64,8.9981,43
1,1,48.236,41,16.9979,84
1,1,54.14,28,22.0028,114
1,1,54.14,39,31.0009,120
1,1,54.14,39,27.9993,135
1,1,57.092,31,19.0012,120
1,1,57.092,29,27.9993,174
1,1,57.092,29,27.9993,145
1,1,55.616,31,35.0008,137
1,1,52.664,38,22.0028,64
1,1,52.664,38,11.0014,41
1,1,51.188,41,15.0013,40
1,1,51.188,41,0,51
1,1,49.712,44,6.0032,45
1,1,48.236,51,8.9981,32
1,1,46.76,64,7.0015,39
1,1,46.76,59,6.0032,24
1,2,46.76,75,6.0032,20
1,2,46.76,69,7.0015,12
1,2,46.76,69,11.0014,2
1,2,46.76,69,8.9981,5
1,2,48.236,55,0,3
1,2,48.236,64,12.998,12
1,2,49.712,60,15.0013,47
1,1,54.14,45,22.0028,105
1,1,55.616,39,30.0026,112
1,1,58.568,32,31.0009,152
1,1,60.044,29,23.9994,154
1,2,61.52,30,27.9993,161
1,2,61.52,30,19.9995,162
1,2,62.996,28,22.0028,134
1,1,62.996,28,22.0028,125
1,1,61.52,32,19.9995,95
1,1,61.52,35,19.0012,61
1,1,61.52,35,22.0028,47
1,1,61.52,35,23.9994,51
1,1,61.52,35,19.9995,36
1,1,61.52,35,23.9994,30
1,1,60.044,37,23.9994,11
1,1,60.044,37,23.9994,7
1,1,58.568,40,19.9995,2
1,1,57.092,46,15.0013,2
1,1,55.616,53,19.0012,2
1,1,55.616,53,19.0012,3
1,1,57.092,46,19.9995,26
1,1,57.092,46,19.9995,98
1,1,60.044,40,31.0009,256
1,1,61.52,37,26.0027,130
1,1,64.472,33,15.0013,55
1,1,70.376,23,16.9979,53
1,1,73.328,22,30.0026,126
1,1,74.804,19,26.0027,120
1,1,76.28,15,32.9975,90
1,1,73.328,21,43.9989,90
1,1,70.376,27,31.0009,118
1,1,65.948,33,40.9973,243
1,1,61.52,40,40.9973,205
1,1,60.044,43,32.9975,98
1,1,58.568,46,31.0009,70
1,1,58.568,50,35.0008,43
1,1,57.092,46,43.9989,45
1,1,55.616,49,32.9975,20
1,1,54.14,49,27.9993,19
1,1,54.14,42,51.9987,5
1,1,52.664,41,46.0022,3
1,1,48.236,37,35.0008,1
1,1,48.236,32,31.0009,4
1,1,46.76,32,22.0028,30
1,1,46.76,32,23.9994,105
1,1,46.76,32,23.9994,223
1,1,48.236,29,30.0026,110
1,1,49.712,27,19.0012,52
1,1,51.188,25,16.9979,57
1,1,52.664,24,16.9979,71
1,1,55.616,21,15.0013,82
1,1,57.092,19,15.0013,79
1,1,57.092,19,11.0014,85
1,1,57.092,19,16.9979,98
1,1,55.616,22,15.0013,206
1,1,54.14,22,8.9981,212
1,1,52.664,26,8.9981,145
1,1,51.188,33,7.0015,101
1,1,49.712,52,0,66
1,1,49.712,44,0,41
1,2,48.236,44,6.0032,20
1,1,48.236,41,6.0032,15
1,1,46.76,44,6.0032,9
1,2,46.76,47,12.998,1
1,1,46.76,51,12.998,1
1,1,46.76,47,12.998,5
1,1,46.76,55,15.0013,33
1,2,46.76,55,15.0013,108
1,2,48.236,55,11.0014,230
1,1,49.712,52,19.0012,124
1,1,51.188,41,26.0027,69
1,1,57.092,34,19.9995,66
1,1,60.044,32,22.0028,86
1,1,62.996,30,23.9994,93
1,1,65.948,28,27.9993,82
1,1,65.948,28,27.9993,117
1,1,65.948,31,26.0027,122
1,1,65.948,28,19.0012,255
1,1,61.52,40,15.0013,222
1,1,57.092,53,15.0013,161
1,1,60.044,43,12.998,118
1,1,58.568,46,12.998,92
1,1,57.092,53,12.998,73
1,1,60.044,40,15.0013,33
1,1,57.092,53,12.998,17
1,1,57.092,53,15.0013,6
1,2,57.092,53,15.0013,6
1,1,57.092,53,12.998,4
1,1,55.616,57,12.998,4
1,1,55.616,66,6.0032,12
1,1,54.14,70,8.9981,47
1,1,55.616,57,7.0015,126
1,1,55.616,57,6.0032,285
1,1,58.568,57,12.998,179
1,1,60.044,54,12.998,88
1,2,64.472,44,16.9979,90
1,1,67.424,41,15.0013,101
1,1,71.852,34,15.0013,123
1,1,76.28,31,15.0013,81
1,1,76.28,28,16.9979,106
1,2,73.328,35,19.9995,146
1,2,74.804,32,19.9995,274
1,2,71.852,42,19.0012,222
1,1,67.424,55,22.0028,175
1,1,67.424,59,22.0028,139
1,1,70.376,55,26.0027,124
1,1,68.9,59,19.0012,76
1,1,65.948,67,19.9995,44
1,1,64.472,72,19.0012,32
1,1,64.472,72,15.0013,8
1,1,64.472,72,19.0012,7
1,1,65.948,67,16.9979,8
1,1,65.948,67,16.9979,1
1,2,65.948,67,7.0015,7
1,2,64.472,72,11.0014,50
1,2,62.996,77,15.0013,116
1,2,62.996,77,12.998,272
1,2,62.996,77,12.998,169
1,2,64.472,72,15.0013,95
1,1,64.472,72,11.0014,113
1,1,68.9,59,12.998,185
1,1,76.28,43,12.998,176
1,1,80.708,36,19.9995,191
1,1,80.708,36,22.0028,172
1,1,80.708,36,19.0012,232
1,1,80.708,34,23.9994,327
1,1,79.232,33,22.0028,224
1,1,77.756,29,39.0007,162
1,1,76.28,31,12.998,124
1,1,74.804,21,32.9975,72
1,1,71.852,10,16.9979,107
1,1,70.376,8,19.0012,77
1,1,67.424,12,32.9975,29
